,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Component 1,Component 2
0,Precious Achiuwa,C,73,1725,265,603,0.439,56,156,0.359,209,447,0.468,0.486,78,131,0.595,146,327,473,82,37,41,84,151,664,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,2.2819696674065857,2.1054912219324513
1,Steven Adams,C,76,1999,210,384,0.547,0,1,0.0,210,383,0.548,0.547,108,199,0.543,349,411,760,256,65,60,115,153,528,17.6,0.56,0.003,0.518,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,4.551743305048332,5.3432151298215524
2,Bam Adebayo,C,56,1825,406,729,0.557,0,6,0.0,406,723,0.562,0.557,256,340,0.753,137,427,564,190,80,44,148,171,1068,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,4.711180630066336,2.467856288990335
3,Santi Aldama,PF,32,360,53,132,0.402,6,48,0.125,47,84,0.56,0.424,20,32,0.625,33,54,87,21,6,10,16,36,132,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-2.2457595913729036,0.3822863111337677
4,LaMarcus Aldridge,C,47,1050,252,458,0.55,14,46,0.304,238,412,0.578,0.566,89,102,0.873,73,185,258,42,14,47,44,78,607,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4.0,8.0,22.4,0.07814665442266237,1.6201385337430871
5,Nickeil Alexander-Walker,SG,65,1466,253,680,0.372,105,338,0.311,148,342,0.433,0.449,81,109,0.743,37,150,187,156,46,23,93,103,692,10.5,0.475,0.497,0.16,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,1.3114672976563808,-1.097172321019756
6,Grayson Allen,SG,66,1805,255,569,0.448,159,389,0.409,96,180,0.533,0.588,64,74,0.865,32,190,222,100,46,18,43,96,733,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,1.1339984866554151,-1.4285581666911886
7,Jarrett Allen,C,56,1809,369,545,0.677,1,10,0.1,368,535,0.688,0.678,165,233,0.708,192,410,602,92,44,75,94,97,904,23.0,0.698,0.018,0.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,3.369249369400293,3.9608542642558295
8,Jose Alvarado,PG,54,834,131,294,0.446,32,110,0.291,99,184,0.538,0.5,36,53,0.679,25,75,100,152,71,7,40,73,330,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,-0.5705665001344126,-0.557384146266582
9,Justin Anderson,SF,16,316,36,95,0.379,15,59,0.254,21,36,0.583,0.458,15,19,0.789,4,42,46,33,8,6,8,22,102,10.4,0.493,0.621,0.2,1.4,15.0,8.1,14.2,1.2,1.7,7.2,15.1,-2.582303234111976,-0.17456046337807096
10,Kyle Anderson,PF,69,1484,209,469,0.446,36,109,0.33,173,360,0.481,0.484,67,105,0.638,69,299,368,183,77,45,71,108,521,14.4,0.506,0.232,0.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,1.744163588717912,1.1325442088921498
11,Giannis Antetokounmpo,PF,67,2204,689,1245,0.553,71,242,0.293,618,1003,0.616,0.582,553,766,0.722,134,644,778,388,72,91,219,212,2002,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,10.302109870550296,1.9835787851276176
12,Thanasis Antetokounmpo,SF,48,473,70,128,0.547,2,14,0.143,68,114,0.596,0.555,29,46,0.63,40,61,101,22,16,12,26,68,171,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,-1.8312616901504777,0.6171538592779854
13,Carmelo Anthony,PF,69,1793,319,723,0.441,149,397,0.375,170,326,0.521,0.544,132,159,0.83,62,226,288,68,47,52,59,166,919,14.8,0.579,0.549,0.22,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,2.6652864573542607,-0.27072262000293845
14,Cole Anthony,PG,65,2059,357,912,0.391,132,391,0.338,225,521,0.432,0.464,216,253,0.854,32,316,348,369,46,17,170,171,1062,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,4.337218087675753,-1.6902448184242094
15,OG Anunoby,SF,48,1728,309,697,0.443,115,317,0.363,194,380,0.511,0.526,89,118,0.754,74,190,264,125,71,25,80,131,822,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,2.086407370807615,-0.523623788085925
16,Ryan Arcidiacono,PG,10,76,6,12,0.5,4,9,0.444,2,3,0.667,0.667,0,0,0.0,0,8,8,4,1,0,3,5,16,6.1,0.667,0.75,0.0,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,-3.309783045323815,-0.1354892203264003
17,Trevor Ariza,SF,24,462,33,99,0.333,20,74,0.27,13,25,0.52,0.434,10,18,0.556,10,72,82,27,13,6,11,20,96,7.0,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,-2.369708550623337,-0.09613567100099257
18,D.J. Augustin,PG,55,883,94,222,0.423,68,164,0.415,26,58,0.448,0.577,38,43,0.884,11,57,68,107,17,1,56,39,294,9.7,0.61,0.739,0.194,1.4,7.0,4.2,16.8,0.9,0.1,18.9,14.3,-1.2963826297329804,-1.0775078690085718
19,Deni Avdija,SF,82,1984,250,579,0.432,82,259,0.317,168,320,0.525,0.503,103,136,0.757,52,373,425,167,59,44,87,190,685,11.6,0.536,0.447,0.235,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,2.896068000663099,0.5877362877431742
20,Deandre Ayton,C,58,1713,442,697,0.634,7,19,0.368,435,678,0.642,0.639,106,142,0.746,149,444,593,84,40,40,91,142,997,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,2.717414690192338,3.0166465639356046
21,Marvin Bagley III,PF,48,1146,225,446,0.504,23,97,0.237,202,349,0.579,0.53,67,101,0.663,105,233,338,36,22,18,39,93,540,15.7,0.551,0.217,0.226,9.7,22.6,16.0,5.2,0.9,1.4,7.4,19.8,0.2834954736991483,1.4875803355025492
22,LaMelo Ball,PG,75,2422,538,1254,0.429,220,565,0.389,318,689,0.462,0.517,212,243,0.872,108,393,501,571,119,30,245,237,1508,19.7,0.554,0.451,0.194,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,7.959087872856947,-2.2021449551040595
23,Lonzo Ball,PG,35,1212,162,383,0.423,110,260,0.423,52,123,0.423,0.567,21,28,0.75,35,155,190,178,64,31,82,85,455,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,0.7968345775114344,-0.8109907064679734
24,Mo Bamba,C,71,1824,296,617,0.48,107,281,0.381,189,336,0.563,0.566,57,73,0.781,148,424,572,85,38,118,77,182,756,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,3.730943424837058,3.1564307477101385
25,Desmond Bane,SG,76,2266,508,1101,0.461,228,523,0.436,280,578,0.484,0.565,140,155,0.903,46,288,334,208,92,29,111,196,1384,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.607923112060563,-2.1458679643902023
26,Dalano Banton,PG,64,696,83,202,0.411,13,51,0.255,70,151,0.464,0.443,26,44,0.591,38,86,124,99,28,10,53,68,205,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-1.223891276645982,0.21606952341141472
27,Harrison Barnes,PF,77,2587,391,834,0.469,142,360,0.394,249,474,0.525,0.554,341,413,0.826,82,350,432,186,53,14,118,94,1265,15.7,0.623,0.432,0.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,4.739977667549058,-0.8937894046050379
28,Scottie Barnes,PF,74,2617,459,932,0.492,58,193,0.301,401,739,0.543,0.524,158,215,0.735,195,362,557,256,80,55,136,192,1134,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,4.991669952051838,2.2192223162775284
29,RJ Barrett,SF,70,2417,487,1194,0.408,138,404,0.342,349,790,0.442,0.466,290,406,0.714,66,342,408,208,43,16,151,142,1402,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,4.941911439509262,-1.1485855692899927
30,Will Barton,SG,71,2277,392,896,0.438,157,430,0.365,235,466,0.504,0.525,102,127,0.803,44,296,340,276,55,31,127,114,1043,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,3.2819854307158893,-1.4385750662959778
31,Charles Bassey,C,23,168,30,47,0.638,0,4,0.0,30,43,0.698,0.638,9,12,0.75,22,40,62,7,5,17,8,32,69,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,-2.627107286025899,0.5527821548824936
32,Keita Bates-Diop,SF,59,956,136,263,0.517,17,55,0.309,119,208,0.572,0.549,46,61,0.754,62,169,231,41,27,14,45,61,335,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,-0.7162799253572095,0.8494433666114706
33,Nicolas Batum,PF,59,1462,179,387,0.463,108,270,0.4,71,117,0.607,0.602,25,38,0.658,29,225,254,100,58,42,40,80,491,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,0.7223238031464954,-0.24759098026050277
34,Kent Bazemore,SF,39,545,45,139,0.324,29,80,0.363,16,59,0.271,0.428,13,17,0.765,13,56,69,34,25,9,21,70,132,6.0,0.451,0.576,0.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,-1.8915320284360893,-0.13504836877190535
35,Darius Bazley,PF,69,1924,274,649,0.422,80,269,0.297,194,380,0.511,0.484,117,170,0.688,71,365,436,97,58,70,90,68,745,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,2.695175948476105,1.1140254308162383
36,Bradley Beal,SG,40,1439,348,771,0.451,63,210,0.3,285,561,0.508,0.492,169,203,0.833,38,151,189,265,36,15,135,95,928,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,1.923900740812343,-0.9977237076852125
37,Malik Beasley,SG,79,1976,332,850,0.391,240,637,0.377,92,213,0.432,0.532,49,60,0.817,26,201,227,116,43,12,43,88,953,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.820579065339696,-2.849260499191787
38,DeAndre' Bembry,SF,56,1026,124,221,0.561,15,36,0.417,109,185,0.589,0.595,21,35,0.6,42,121,163,66,49,25,31,113,284,11.9,0.601,0.163,0.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,-0.707355950944777,0.7530944555417116
39,Dāvis Bertāns,PF,56,807,99,275,0.36,77,230,0.335,22,45,0.489,0.5,36,40,0.9,12,105,117,31,17,12,19,85,311,9.4,0.531,0.836,0.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,-1.0273962980412765,-0.6563738186275303
40,Patrick Beverley,PG,58,1476,177,436,0.406,83,242,0.343,94,194,0.485,0.501,96,133,0.722,62,178,240,268,67,52,73,174,533,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.277866294686625,0.10129639731023002
41,Saddiq Bey,SF,82,2704,450,1136,0.396,211,610,0.346,239,526,0.454,0.489,210,254,0.827,107,334,441,233,73,16,96,128,1321,14.0,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,5.020879194780251,-1.729993112850917
42,Khem Birch,C,55,991,97,200,0.485,0,14,0.0,97,186,0.522,0.485,53,71,0.746,122,117,239,56,30,26,29,104,247,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,-0.4141230187628215,1.898926526328248
43,Goga Bitadze,C,50,729,131,252,0.52,23,80,0.288,108,172,0.628,0.565,64,94,0.681,79,98,177,55,21,42,46,107,349,18.0,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,-0.21902248038305722,1.269700714698644
44,Nemanja Bjelica,C,71,1142,160,342,0.468,54,149,0.362,106,193,0.549,0.547,59,81,0.728,62,232,294,159,41,26,87,128,433,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1.0238461996626314,0.4865486591669361
45,Eric Bledsoe,PG,54,1361,197,468,0.421,51,163,0.313,146,305,0.479,0.475,89,117,0.761,28,154,182,225,69,19,116,85,534,12.5,0.514,0.348,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,1.1115336104143991,-0.6871009063551592
46,Keljin Blevins,SF,31,349,34,111,0.306,21,72,0.292,13,39,0.333,0.401,6,11,0.545,16,29,45,19,13,1,17,29,95,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-2.5205885339675884,-0.2294030451466173
47,Bogdan Bogdanović,SG,63,1848,342,794,0.431,169,459,0.368,173,335,0.516,0.537,97,115,0.843,29,221,250,194,68,14,70,132,950,15.4,0.562,0.578,0.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.448368977144294,-2.0111479859754846
48,Bojan Bogdanović,PF,69,2131,422,928,0.455,181,468,0.387,241,460,0.524,0.552,223,260,0.858,58,238,296,120,34,1,118,116,1248,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.326143758173199,-1.9875514865064832
49,Bol Bol,PF,14,81,15,27,0.556,1,4,0.25,14,23,0.609,0.574,2,5,0.4,4,16,20,5,1,2,4,4,33,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,-3.2215906274185016,-0.007878846483739098
50,Leandro Bolmaro,SF,35,241,17,54,0.315,5,18,0.278,12,36,0.333,0.361,11,13,0.846,16,27,43,21,6,0,13,26,50,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,-2.79230754627139,0.028225649338977744
51,Isaac Bonga,SF,15,69,3,13,0.231,1,4,0.25,2,9,0.222,0.269,5,8,0.625,4,3,7,4,8,2,2,10,12,8.7,0.363,0.308,0.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,-3.1849258435405416,-0.051602194879385783
52,Devin Booker,SG,68,2345,662,1421,0.466,183,478,0.383,479,943,0.508,0.53,315,363,0.868,45,297,342,329,77,26,162,180,1822,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,6.122030124016168,-2.293170119322491
53,Brandon Boston Jr.,SG,51,760,125,325,0.385,34,111,0.306,91,214,0.425,0.437,59,72,0.819,17,94,111,51,26,13,31,43,343,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-1.1954702188994584,-0.20577002605914946
54,Chris Boucher,SF,80,1690,268,577,0.464,68,229,0.297,200,348,0.575,0.523,150,193,0.777,179,315,494,25,49,75,42,174,754,17.9,0.57,0.397,0.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,3.2424960960915032,2.899087136445256
55,James Bouknight,SG,31,304,49,141,0.348,17,49,0.347,32,92,0.348,0.408,27,31,0.871,22,30,52,26,7,1,15,29,142,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,-2.43056073471831,-0.08568408891203703
56,Avery Bradley,SG,62,1406,148,350,0.423,82,210,0.39,66,140,0.471,0.54,16,18,0.889,31,105,136,47,53,9,38,118,394,7.8,0.55,0.6,0.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,-0.3782249441969802,-0.6226849881829313
57,Ignas Brazdeikis,SF,42,536,81,188,0.431,27,87,0.31,54,101,0.535,0.503,21,32,0.656,23,49,72,37,10,3,17,48,210,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,-2.053543218426505,-0.16344281519232873
58,Mikal Bridges,SF,82,2854,458,858,0.534,115,312,0.369,343,546,0.628,0.601,131,157,0.834,74,273,347,185,96,36,68,150,1162,14.4,0.627,0.364,0.183,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,3.377520503156409,-0.3244760427390992
59,Miles Bridges,PF,80,2837,596,1214,0.491,154,465,0.331,442,749,0.59,0.554,267,333,0.802,90,469,559,300,74,67,150,193,1613,17.9,0.593,0.383,0.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,6.810464326286467,-0.0869420962466274
60,Oshae Brissett,SF,67,1564,208,506,0.411,83,237,0.35,125,269,0.465,0.493,114,164,0.695,108,250,358,72,44,29,54,116,613,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,1.776347084168084,0.8143351251110351
61,Malcolm Brogdon,PG,36,1206,243,543,0.448,58,186,0.312,185,357,0.518,0.501,143,167,0.856,33,152,185,212,30,14,77,71,687,18.0,0.557,0.343,0.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,0.8838451183863146,-0.6926331609691776
62,Armoni Brooks,SG-PG,54,844,98,289,0.339,74,249,0.297,24,40,0.6,0.467,18,21,0.857,20,83,103,62,28,11,27,74,288,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-1.0135022603843453,-0.793928130948918
63,Dillon Brooks,SF,32,885,227,526,0.432,46,149,0.309,181,377,0.48,0.475,90,106,0.849,29,73,102,88,36,8,50,105,590,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,-0.2128091000749658,-0.523992102423321
64,Bruce Brown,SF,72,1774,256,506,0.506,38,94,0.404,218,412,0.529,0.543,97,128,0.758,100,245,345,148,77,52,56,176,647,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.1741651668476454,1.6303000097358789
65,Charlie Brown Jr.,SG,22,177,10,39,0.256,1,12,0.083,9,27,0.333,0.269,9,10,0.9,14,18,32,6,10,4,5,18,30,6.5,0.346,0.308,0.256,9.0,11.2,10.1,4.5,2.8,2.0,10.3,12.3,-2.9292767231182144,0.11414411747013731
66,Greg Brown III,SF,48,640,81,190,0.426,19,61,0.311,62,129,0.481,0.476,44,65,0.677,38,97,135,35,26,24,36,90,225,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-1.0355817455269076,0.6150338679636184
67,Jaylen Brown,SF,66,2220,576,1217,0.473,166,464,0.358,410,753,0.544,0.541,241,318,0.758,53,351,404,231,70,18,178,163,1559,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,5.388795440536751,-1.7534469912137993
68,Sterling Brown,SG,49,628,59,155,0.381,28,92,0.304,31,63,0.492,0.471,14,15,0.933,26,123,149,34,14,7,23,56,160,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,-1.7056480432257273,0.16387020620846865
69,Troy Brown Jr.,SF,66,1055,108,258,0.419,47,133,0.353,61,125,0.488,0.51,20,26,0.769,39,164,203,66,36,5,26,62,283,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,-0.8870947587418211,-0.001957500721169801
70,Jalen Brunson,SG,79,2524,506,1008,0.502,94,252,0.373,412,756,0.545,0.549,179,213,0.84,43,266,309,377,66,3,124,151,1285,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,3.518110603922309,-1.4185408494200862
71,Thomas Bryant,C,27,439,77,148,0.52,12,42,0.286,65,106,0.613,0.561,35,40,0.875,26,82,108,23,6,21,19,43,201,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,-1.8923956840879832,0.5298728523679253
72,Reggie Bullock,SF,68,1902,201,501,0.401,141,392,0.36,60,109,0.55,0.542,40,48,0.833,33,208,241,83,41,14,40,111,583,9.2,0.558,0.782,0.096,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,0.8182982440110949,-1.174758539347443
73,Trey Burke,PG,42,441,84,215,0.391,26,82,0.317,58,133,0.436,0.451,20,23,0.87,4,29,33,57,12,0,26,39,214,10.0,0.475,0.381,0.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,-2.236325696824401,-0.5561835887753575
74,Alec Burks,SG,81,2318,285,728,0.391,157,389,0.404,128,339,0.378,0.499,217,264,0.822,47,350,397,239,85,26,91,215,944,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,4.557381910538304,-1.038499869082225
75,Jared Butler,SG,42,360,61,151,0.404,28,88,0.318,33,63,0.524,0.497,11,16,0.688,5,40,45,63,17,8,33,47,161,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,-2.0456897530299876,-0.4071712381441507
76,Jimmy Butler,SF,57,1931,398,829,0.48,27,116,0.233,371,713,0.52,0.496,396,455,0.87,102,234,336,312,94,27,121,88,1219,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,4.636505746078039,0.20302745951959103
77,Kentavious Caldwell-Pope,SG,77,2329,361,829,0.435,159,408,0.39,202,421,0.48,0.531,137,154,0.89,41,220,261,145,83,26,97,139,1018,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,3.008377589255181,-1.511475009766337
78,Facundo Campazzo,PG,65,1184,107,296,0.361,58,193,0.301,49,103,0.476,0.459,60,78,0.769,23,94,117,220,63,23,67,124,332,11.1,0.503,0.652,0.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,0.46822089896152475,-0.7113832394946695
79,Vlatko Čančar,PF,15,176,23,41,0.561,7,12,0.583,16,29,0.552,0.646,9,14,0.643,8,23,31,17,2,3,9,18,62,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,-2.9306306602833594,-0.008566097286612012
80,Clint Capela,C,74,2042,370,604,0.613,0,1,0.0,370,603,0.614,0.613,80,169,0.473,279,598,877,92,55,93,44,166,820,21.4,0.604,0.002,0.28,15.0,31.9,23.5,6.6,1.3,4.1,6.1,15.5,4.401897052013117,6.148262335939422
81,Jevon Carter,PG,66,905,98,253,0.387,66,170,0.388,32,83,0.386,0.518,15,18,0.833,14,96,110,96,24,14,34,67,277,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,-1.1079483546419988,-0.5855174064175043
