,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Component 1,Component 2
390,Elfrid Payton,Forward,50,549,67,175,0.383,4,18,0.222,63,157,0.401,0.394,12,32,0.375,21,67,88,99,25,6,47,38,150,7.9,0.397,0.103,0.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,-2.067029599139256,-0.21807029950187348
391,Gary Payton II,Forward,71,1247,212,344,0.616,43,120,0.358,169,224,0.754,0.679,35,58,0.603,72,175,247,64,96,22,40,131,502,17.8,0.679,0.349,0.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,0.7194529197822866,1.1015860853828277
392,Norvel Pelle,Forward,3,19,3,5,0.6,0,0,0.0,3,5,0.6,0.6,0,0,,3,3,6,0,0,1,2,1,6,12.2,0.6,0.0,0.0,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,-3.724742303080988,0.22411160311861744
393,Reggie Perry,Forward,10,187,40,79,0.506,3,16,0.188,37,63,0.587,0.525,9,15,0.6,15,32,47,12,9,6,11,33,92,15.6,0.537,0.203,0.19,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,-2.939258895339539,0.3802467679713641
394,Jamorko Pickett,Forward,13,176,18,50,0.36,13,39,0.333,5,11,0.455,0.49,1,2,0.5,6,26,32,7,0,7,5,12,50,7.6,0.491,0.78,0.04,3.5,16.8,9.8,5.8,0.0,3.6,8.9,13.6,-3.4139420662940227,-0.11988654766011494
395,Theo Pinson,Forward,19,148,14,39,0.359,10,30,0.333,4,9,0.444,0.487,10,10,1.0,2,19,21,17,5,2,5,12,48,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,-3.421858248363301,-0.2915005712532653
396,Mason Plumlee,Forward,73,1793,205,320,0.641,0,2,0.0,205,318,0.645,0.641,67,171,0.392,176,389,565,226,61,52,100,224,477,14.7,0.603,0.006,0.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,3.201210343203985,3.419109673082816
397,Jakob Poeltl,Forward,68,1970,410,663,0.618,1,1,1.0,409,662,0.618,0.619,94,190,0.495,262,372,634,189,45,118,109,212,915,20.8,0.613,0.002,0.287,13.9,20.0,16.9,14.0,1.1,5.0,12.7,18.3,5.208695008865966,5.3130360632432065
398,Aleksej Pokusevski,Forward,61,1233,186,456,0.408,57,197,0.289,129,259,0.498,0.47,35,50,0.7,73,245,318,131,39,38,94,88,464,12.0,0.485,0.432,0.11,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,0.7832751372441774,0.5643533076324111
399,Yves Pons,Forward,12,71,5,16,0.313,3,9,0.333,2,7,0.286,0.406,0,2,0.0,5,7,12,1,1,4,1,6,13,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,-3.7371875122495446,-0.47127974419624474
400,Jordan Poole,Forward,76,2283,474,1058,0.448,211,580,0.364,263,478,0.55,0.548,246,266,0.925,34,226,260,304,60,23,187,206,1405,16.1,0.598,0.548,0.251,1.7,10.5,6.2,21.0,1.3,1.0,13.7,26.0,5.292495248884738,-2.7993215519203347
401,Kevin Porter Jr.,Forward,61,1907,335,808,0.415,155,413,0.375,180,395,0.456,0.511,124,193,0.642,43,224,267,376,69,22,192,156,949,13.5,0.531,0.511,0.239,2.5,13.0,7.7,30.7,1.7,1.0,17.7,24.1,3.7834474612534503,-2.2406100569068013
402,Michael Porter Jr.,Forward,9,265,37,103,0.359,10,48,0.208,27,55,0.491,0.408,5,9,0.556,9,50,59,17,10,2,12,16,89,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,-3.0201794503025536,-0.09159054611991822
403,Otto Porter Jr.,Forward,63,1396,193,416,0.464,80,216,0.37,113,200,0.565,0.56,49,61,0.803,86,276,362,94,68,29,37,83,515,15.9,0.581,0.519,0.147,6.9,21.0,14.2,9.6,2.4,2.0,7.7,15.0,0.8893611609473555,0.6523622446137257
404,Bobby Portis,Forward,72,2028,417,871,0.479,133,338,0.393,284,533,0.533,0.555,85,113,0.752,180,477,657,86,53,51,90,174,1052,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,4.490522693934019,1.8183717344876398
405,Kristaps Porziņģis,Forward,51,1481,352,767,0.459,78,252,0.31,274,515,0.532,0.51,248,286,0.867,102,309,411,119,37,84,81,137,1030,23.7,0.577,0.329,0.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,4.036500219843936,1.4610900888766216
406,Micah Potter,Forward,3,31,5,11,0.455,0,2,0.0,5,9,0.556,0.455,2,2,1.0,4,5,9,0,1,1,1,4,12,13.6,0.505,0.182,0.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,-3.6857929316074403,0.13303688752725784
407,Dwight Powell,Forward,82,1798,269,401,0.671,13,37,0.351,256,364,0.703,0.687,166,212,0.783,173,231,404,97,37,39,64,220,717,18.1,0.725,0.092,0.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,2.6915688198542917,2.9907059697638476
408,Myles Powell,Forward,11,52,5,17,0.294,1,6,0.167,4,11,0.364,0.324,2,2,1.0,1,5,6,3,1,0,3,8,13,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,-3.741576924250393,-0.3862220393980554
409,Joshua Primo,Forward,50,965,101,270,0.374,42,137,0.307,59,133,0.444,0.452,44,59,0.746,32,81,113,81,20,23,57,79,288,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,-1.158039871807235,-0.19865879606222697
410,Taurean Prince,Forward,69,1177,177,390,0.454,86,229,0.376,91,161,0.565,0.564,62,82,0.756,26,148,174,68,47,23,53,116,502,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,0.06930254678045371,-0.3768368481564809
411,Payton Pritchard,Forward,71,1001,160,373,0.429,101,245,0.412,59,128,0.461,0.564,21,21,1.0,32,102,134,139,25,6,41,61,442,15.0,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,-0.9337211028850377,-1.1812740219178692
412,Trevelin Queen,Forward,10,74,15,33,0.455,9,24,0.375,6,9,0.667,0.591,4,4,1.0,7,9,16,4,5,1,7,6,43,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,-3.437565139733595,0.27975396539116004
413,Neemias Queta,Forward,14,120,17,38,0.447,0,0,0.0,17,38,0.447,0.447,11,17,0.647,14,17,31,6,1,8,6,18,45,12.7,0.495,0.0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,-3.3324253553880623,0.12218563464998083
414,Immanuel Quickley,Forward,78,1802,284,724,0.392,137,396,0.346,147,328,0.448,0.487,177,201,0.881,31,216,247,275,54,3,99,167,882,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,2.6722617893504346,-2.112221399730637
415,Jahmi'us Ramsey,Forward,19,134,24,58,0.414,5,18,0.278,19,40,0.475,0.457,7,14,0.5,4,9,13,7,1,1,5,10,60,7.9,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,-3.459530993321081,-0.14395361282189026
416,Julius Randle,Forward,72,2544,512,1246,0.411,120,390,0.308,392,856,0.458,0.459,303,401,0.756,125,591,716,370,53,39,245,205,1447,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,8.243334623742586,0.03678838485735297
417,Austin Reaves,Forward,61,1418,146,318,0.459,53,167,0.317,93,151,0.616,0.542,99,118,0.839,45,148,193,110,29,20,40,87,444,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,-0.13267740988075788,0.21978212259042057
418,Cam Reddish,Forward,49,1012,165,408,0.404,66,184,0.359,99,224,0.442,0.485,101,112,0.902,25,80,105,48,47,15,57,60,497,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,-0.3886340119188017,-0.8417305821682741
419,Davon Reed,Forward,48,668,81,161,0.503,37,86,0.43,44,75,0.587,0.618,10,15,0.667,14,94,108,53,24,9,16,63,209,12.2,0.624,0.534,0.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,-2.015403016556894,0.0652927370179512
420,Paul Reed,Forward,38,302,54,96,0.563,2,8,0.25,52,88,0.591,0.573,6,14,0.429,44,48,92,16,33,14,10,57,116,21.4,0.568,0.083,0.146,16.6,17.4,17.0,8.3,5.5,4.2,8.9,16.7,-2.2885677338086707,0.8435595525140871
421,Naz Reid,Forward,77,1215,233,476,0.489,57,166,0.343,176,310,0.568,0.549,114,149,0.765,102,199,301,71,40,71,82,172,637,17.2,0.588,0.349,0.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,1.9790792375289337,1.6995457457880578
422,Nick Richards,Forward,50,367,60,90,0.667,0,0,0.0,60,90,0.667,0.667,30,43,0.698,34,52,86,13,9,21,24,51,150,15.9,0.689,0.0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,-2.2464179591423843,1.1005376001982878
423,Josh Richardson,Forward,65,1600,234,534,0.438,102,246,0.415,132,288,0.458,0.534,96,108,0.889,42,143,185,115,56,29,66,116,666,12.8,0.573,0.461,0.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,0.9857009090308012,-0.7357811275380703
424,Austin Rivers,Forward,67,1480,146,350,0.417,79,231,0.342,67,119,0.563,0.53,32,44,0.727,19,95,114,90,51,6,54,121,403,7.2,0.546,0.66,0.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,-0.5646601236204706,-0.8447147325053624
425,Duncan Robinson,Forward,79,2043,290,726,0.399,232,624,0.372,58,102,0.569,0.559,51,61,0.836,24,179,203,129,42,14,60,201,863,10.6,0.573,0.86,0.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,1.59602167065439,-2.4701822038763463
426,Justin Robinson,Forward,25,304,28,93,0.301,18,61,0.295,10,32,0.313,0.398,4,8,0.5,4,17,21,32,9,1,17,27,78,3.6,0.404,0.656,0.086,1.4,6.0,3.7,14.0,1.4,0.3,15.0,16.0,-3.1812179904552247,-0.776667302004195
427,Mitchell Robinson,Forward,72,1848,261,343,0.761,0,0,0.0,261,343,0.761,0.761,88,181,0.486,295,322,617,38,58,133,60,195,610,20.7,0.722,0.0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,3.9131700943490784,6.4707793293089075
428,Jeremiah Robinson-Earl,Forward,49,1087,134,324,0.414,58,165,0.352,76,159,0.478,0.503,40,54,0.741,75,199,274,49,29,15,39,75,366,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,-0.4679108858869568,0.4082888769817212
429,Isaiah Roby,Forward,45,948,166,323,0.514,44,99,0.444,122,224,0.545,0.582,78,116,0.672,75,142,217,71,36,34,43,109,454,18.3,0.607,0.307,0.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,0.15651452706983285,0.9097351870379078
430,Rajon Rondo,Forward,39,697,68,176,0.386,31,88,0.352,37,88,0.42,0.474,19,26,0.731,15,93,108,170,30,6,68,56,186,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,-1.5588135481878689,-0.7136611063215628
431,Derrick Rose,Forward,26,636,122,274,0.445,37,92,0.402,85,182,0.467,0.513,30,31,0.968,21,57,78,103,22,12,39,15,311,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,-1.7343993643276896,-0.46001769103107343
432,Terrence Ross,Forward,63,1448,220,554,0.397,77,264,0.292,143,290,0.493,0.467,112,130,0.862,20,141,161,116,28,12,75,68,629,10.0,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,0.3754955822594628,-1.0412472674837614
433,Terry Rozier,Forward,73,2458,518,1167,0.444,222,593,0.374,296,574,0.516,0.539,150,176,0.852,56,259,315,326,93,25,96,119,1408,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,4.785041218316602,-2.6393238648072623
434,Ricky Rubio,Forward,34,970,149,411,0.363,59,174,0.339,90,237,0.38,0.434,88,103,0.854,15,126,141,225,49,7,90,75,445,14.0,0.488,0.423,0.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,0.10002539391559376,-1.4026789146039278
435,D'Angelo Russell,Forward,65,2077,401,975,0.411,176,518,0.34,225,457,0.492,0.502,198,240,0.825,25,191,216,460,62,22,165,130,1176,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,4.32738014883176,-3.0572840829006434
436,Olivier Sarr,Forward,22,421,58,101,0.574,13,29,0.448,45,72,0.625,0.639,24,29,0.828,34,59,93,19,6,15,22,52,153,14.0,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,-2.3308236631149053,0.770340418327308
437,Admiral Schofield,Forward,38,469,54,129,0.419,26,79,0.329,28,50,0.56,0.519,12,15,0.8,17,72,89,25,4,5,21,58,146,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-2.4987437254563827,0.1158059177727019
438,Jay Scrubb,Forward,18,121,18,46,0.391,6,21,0.286,12,25,0.48,0.457,7,10,0.7,2,14,16,8,4,3,7,9,49,9.3,0.486,0.457,0.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,-3.443839293579906,-0.13922991234894405
439,Alperen Şengün,Forward,72,1489,249,525,0.474,29,117,0.248,220,408,0.539,0.502,165,232,0.711,138,255,393,185,59,68,145,214,692,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,3.679356598515057,2.0177293628943804
440,Collin Sexton,Forward,11,316,68,151,0.45,11,45,0.244,57,106,0.538,0.487,29,39,0.744,13,23,36,23,10,0,31,25,176,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,-2.6145393703586217,-0.11838553091752574
441,Landry Shamet,Forward,69,1437,191,485,0.394,123,334,0.368,68,151,0.45,0.521,68,81,0.84,16,110,126,108,28,9,41,92,573,10.2,0.55,0.689,0.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,-0.25980540239722677,-1.6434566534042252
442,Day'Ron Sharpe,Forward,32,391,86,149,0.577,2,7,0.286,84,142,0.592,0.584,24,41,0.585,81,79,160,17,10,15,30,60,198,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,-1.7496239061362393,1.3575712939718438
443,Pascal Siakam,Forward,68,2578,596,1207,0.494,75,218,0.344,521,989,0.527,0.525,284,379,0.749,128,452,580,360,85,42,181,225,1551,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,7.875982829960301,0.7341669388050658
444,Chris Silva,Forward,10,91,8,15,0.533,0,0,0.0,8,15,0.533,0.533,10,12,0.833,13,23,36,7,0,1,8,20,26,11.6,0.641,0.0,0.8,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,-3.405777092987708,0.2198788672318129
445,Marko Simonovic,Forward,9,35,4,15,0.267,1,5,0.2,3,10,0.3,0.3,8,11,0.727,5,5,10,0,1,1,2,6,17,10.2,0.428,0.333,0.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,-3.71766815141473,-0.47747185552296956
446,Anfernee Simons,Forward,57,1681,353,797,0.443,179,442,0.405,174,355,0.49,0.555,103,116,0.888,26,125,151,221,30,6,115,110,988,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,1.8156880913441595,-2.5553063306919386
447,Zavier Simpson,Forward,4,174,19,52,0.365,1,8,0.125,18,44,0.409,0.375,5,5,1.0,2,19,21,30,5,4,10,15,44,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,-3.3706629723289003,-0.24813869744759795
448,Jericho Sims,Forward,41,555,39,54,0.722,0,0,0.0,39,54,0.722,0.722,12,29,0.414,61,108,169,21,11,22,20,66,90,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,-2.0166887253078074,1.7197431812562833
449,Deividas Sirvydis,Forward,3,27,1,10,0.1,1,7,0.143,0,3,0.0,0.15,0,0,,0,6,6,1,3,1,0,4,3,0.1,0.15,0.7,0.0,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,-3.928429800754585,-1.2342892216593802
450,Javonte Smart,Forward,17,200,19,60,0.317,8,27,0.296,11,33,0.333,0.383,5,6,0.833,5,19,24,16,6,3,11,12,51,5.1,0.407,0.45,0.1,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,-3.392357223460786,-0.49284498289741596
451,Marcus Smart,Forward,71,2296,300,718,0.418,119,360,0.331,181,358,0.506,0.501,142,179,0.793,42,228,270,417,119,18,159,160,861,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,3.8834516422854364,-1.98561494166177
452,Dennis Smith Jr.,Forward,37,638,79,189,0.418,6,27,0.222,73,162,0.451,0.434,42,64,0.656,20,68,88,132,45,12,51,52,206,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-1.42318077558281,-0.20606740706915141
453,Ish Smith,Forward,65,1126,185,430,0.43,25,67,0.373,160,363,0.441,0.459,15,24,0.625,25,115,140,244,47,23,78,78,410,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,-0.14225535168361772,-0.334433571216467
454,Jalen Smith,Forward,51,925,176,350,0.503,40,122,0.328,136,228,0.596,0.56,78,102,0.765,101,206,307,24,15,41,42,96,470,18.4,0.595,0.349,0.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,0.2858758223511126,1.7177965812690248
455,Xavier Sneed,Forward,9,39,2,10,0.2,1,8,0.125,1,2,0.5,0.25,0,0,,2,4,6,1,0,0,0,2,5,0.4,0.25,0.8,0.0,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,-3.7717466542771203,-0.05706184205977462
456,Tony Snell,Forward,53,823,69,171,0.404,45,128,0.352,24,43,0.558,0.535,4,4,1.0,16,87,103,28,16,9,19,70,187,6.3,0.541,0.749,0.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,-2.1786491748640864,-0.07129143576019355
457,Jaden Springer,Forward,2,6,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,,1,1,2,0,0,2,1,0,2,26.4,1.0,0.0,0.0,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,-3.6015416229123685,1.1528432510727946
458,Cassius Stanley,Forward,9,155,19,46,0.413,4,17,0.235,15,29,0.517,0.457,10,10,1.0,5,14,19,4,5,2,6,17,52,8.0,0.516,0.37,0.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,-3.3818272794124438,0.003641866128005289
459,Nik Stauskas,Forward,8,39,5,14,0.357,4,10,0.4,1,4,0.25,0.5,4,6,0.667,1,2,3,2,0,0,1,1,18,10.5,0.541,0.714,0.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,-3.826772268614355,-0.6974740504833961
460,Lamar Stevens,Forward,63,1015,156,319,0.489,18,65,0.277,138,254,0.543,0.517,53,75,0.707,47,117,164,44,31,18,41,106,383,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,-0.6216592169755917,0.6554553098668591
461,Isaiah Stewart,Forward,71,1816,250,490,0.51,15,46,0.326,235,444,0.529,0.526,74,103,0.718,226,391,617,82,22,78,85,211,589,14.0,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,3.134359391394493,4.308557568990168
462,Max Strus,Forward,68,1587,249,564,0.441,181,442,0.41,68,122,0.557,0.602,42,53,0.792,24,178,202,92,28,16,57,116,721,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,0.5232196746794798,-1.6410392943014367
463,Jalen Suggs,Forward,48,1307,198,548,0.361,42,196,0.214,156,352,0.443,0.4,126,163,0.773,26,145,171,209,59,19,143,142,564,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,1.5509576150693352,-0.887197359110114
464,Craig Sword,Forward,3,19,3,4,0.75,0,1,0.0,3,3,1.0,0.75,0,0,,0,0,0,1,4,0,1,7,6,14.2,0.75,0.25,0.0,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,-3.5491297574792684,1.0991005030761343
465,Keifer Sykes,Forward,32,566,69,190,0.363,27,90,0.3,42,100,0.42,0.434,15,17,0.882,8,37,45,62,12,4,33,51,180,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,-2.4086642576981476,-0.6010582647448548
466,Jae'Sean Tate,Forward,78,2056,363,729,0.498,63,202,0.312,300,527,0.569,0.541,130,184,0.707,135,285,420,222,72,41,139,286,919,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,4.4995674405083745,1.2771950821478242
467,Jayson Tatum,Forward,76,2731,708,1564,0.453,230,651,0.353,478,913,0.524,0.526,400,469,0.853,85,524,609,334,75,49,217,174,2046,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,9.58868468552745,-1.8331548220361875
468,Terry Taylor,Forward,33,714,135,220,0.614,12,38,0.316,123,182,0.676,0.641,36,51,0.706,95,77,172,41,14,8,23,61,318,19.0,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,-1.3012789566839014,1.3697569405192134
469,Garrett Temple,Forward,59,1098,111,295,0.376,59,185,0.319,52,110,0.473,0.476,28,41,0.683,29,114,143,74,43,23,42,81,309,8.6,0.494,0.627,0.139,2.9,11.8,7.2,9.2,1.9,2.0,11.8,13.9,-0.9252287294663755,-0.3302492054754251
470,Daniel Theis,Forward,47,977,151,291,0.519,33,107,0.308,118,184,0.641,0.576,49,72,0.681,59,169,228,41,20,31,46,111,384,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,-0.3297740022258223,1.2041632588594446
471,Brodric Thomas,Forward,12,60,8,18,0.444,2,9,0.222,6,9,0.667,0.5,3,5,0.6,2,8,10,11,1,1,6,7,21,10.0,0.52,0.5,0.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,-3.5486056256272955,0.3194651245142311
472,Cam Thomas,Forward,67,1176,218,503,0.433,47,174,0.27,171,329,0.52,0.48,87,105,0.829,16,145,161,78,33,8,55,66,570,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,-0.08358664179989021,-0.5080136408885675
473,Isaiah Thomas,Forward,22,333,67,167,0.401,28,83,0.337,39,84,0.464,0.485,22,26,0.846,4,25,29,34,7,5,15,34,184,12.0,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1.0,1.4,7.8,24.8,-2.6959275512263936,-0.46947811131659545
474,Matt Thomas,Forward,40,459,55,134,0.41,35,91,0.385,20,43,0.465,0.541,16,20,0.8,3,47,50,20,8,3,8,18,161,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,-2.8682077433192394,-0.49829651286378573
475,Klay Thompson,Forward,32,941,246,573,0.429,114,296,0.385,132,277,0.477,0.529,46,51,0.902,15,110,125,88,16,17,43,54,652,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,-0.35900184542599745,-1.2693112902567607
476,Tristan Thompson,Forward,57,897,141,267,0.528,1,3,0.333,140,264,0.53,0.53,61,116,0.526,120,168,288,34,23,21,45,98,344,14.9,0.541,0.011,0.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,-0.1574008593946524,1.8788676950372827
477,JT Thor,Forward,33,262,24,55,0.436,7,27,0.259,17,28,0.607,0.5,12,20,0.6,11,32,43,19,8,11,10,26,67,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,-2.9951987994994855,0.3899155955288001
478,Matisse Thybulle,Forward,66,1685,150,300,0.5,45,144,0.313,105,156,0.673,0.575,34,43,0.791,42,109,151,75,115,71,39,158,379,11.2,0.594,0.48,0.143,2.8,7.1,5.0,6.1,3.4,3.8,10.9,9.5,0.6879044153559266,1.1013841932282606
479,Killian Tillie,Forward,36,461,43,127,0.339,27,86,0.314,16,41,0.39,0.445,5,8,0.625,21,39,60,22,23,15,13,58,118,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-2.5361286641841527,-0.2311123631946305
480,Xavier Tillman Sr.,Forward,53,701,98,216,0.454,10,49,0.204,88,167,0.527,0.477,46,71,0.648,66,95,161,62,49,15,34,63,252,15.1,0.51,0.227,0.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,-1.030450600795391,0.6677465478426874
481,Isaiah Todd,Forward,12,74,7,26,0.269,4,16,0.25,3,10,0.3,0.346,2,6,0.333,3,9,12,4,4,2,4,4,20,4.7,0.349,0.615,0.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,-3.6736046176987083,-0.540577183016382
482,Obi Toppin,Forward,72,1230,251,473,0.531,52,169,0.308,199,304,0.655,0.586,94,124,0.758,69,199,268,77,25,33,56,102,648,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,0.8942654220335344,0.975924263061312
483,Juan Toscano-Anderson,Forward,73,994,115,235,0.489,28,87,0.322,87,148,0.588,0.549,40,70,0.571,28,148,176,127,48,17,68,115,298,11.0,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,-0.4015021296339042,0.25506652102305194
484,Karl-Anthony Towns,Forward,74,2476,642,1214,0.529,150,366,0.41,492,848,0.58,0.591,384,467,0.822,194,533,727,269,72,83,226,267,1818,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,9.881881956613519,1.6099533255684566
485,Gary Trent Jr.,Forward,70,2448,450,1086,0.414,209,545,0.383,241,541,0.445,0.511,174,204,0.853,26,165,191,141,122,19,73,144,1283,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.8734712881871367,-2.9424792626189613
486,P.J. Tucker,Forward,71,1981,207,428,0.484,80,193,0.415,127,235,0.54,0.577,45,61,0.738,100,287,387,149,58,15,66,161,539,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,1.422334666529736,0.594637881247537
487,Rayjon Tucker,Forward,5,71,6,9,0.667,4,5,0.8,2,4,0.5,0.889,5,7,0.714,3,5,8,10,4,0,1,5,21,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,-3.637566643849618,-0.09428338710748682
